parser,context_uid,pages,questions,word_error_rate,text_accuracy_from_wer,reading_order_accuracy,table_cell_f1,table_shape_match,table_exact_match,extractive_answer_retention,arithmetic_operand_retention,runtime_seconds,run_status
pymupdf4llm,f50c6b84-25c9-418a-aba1-6cd025b904e3,2,6,0.003125,0.996875,1.0,0.9777777777777777,1,0,1.0,1.0,0.497371,ok
pymupdf4llm,4c2f88e1-b5d4-4565-a98a-04f56127e4af,1,6,0.05019305019305019,0.9498069498069498,0.972972972972973,0.8947368421052632,0,0,1.0,1.0,1.000540,ok
pymupdf4llm,ff281ea5-25cf-4e1d-b7f5-f0dc51a40f25,1,6,0.09740259740259741,0.9025974025974026,0.9545454545454546,0.9333333333333333,0,0,0.75,0.8,0.460403,ok
pymupdf4llm,05b0f8ce-bea5-402b-b9e5-8455c9b16e99,1,6,0.09961685823754789,0.9003831417624522,0.9118773946360154,0.6923076923076923,1,0,1.0,1.0,0.766050,ok
pymupdf4llm,6455b0fa-9637-4d36-95d6-2890c7728f54,1,6,0.013392857142857142,0.9866071428571429,1.0,0.9411764705882353,0,0,1.0,1.0,1.352276,ok
pymupdf4llm,cca95e4f-c7f7-4ded-92e0-3371290f1374,1,6,0.12080536912751678,0.8791946308724832,0.9328859060402684,0.8918918918918919,0,0,1.0,1.0,0.550770,ok
pymupdf4llm,1b94b114-fcbe-480d-933c-c35d4d004249,1,6,0.014925373134328358,0.9850746268656716,0.9944029850746269,0.9189189189189189,0,0,1.0,1.0,1.169238,ok
pymupdf4llm,6ea63cce-37b7-4210-b446-952afde67eb5,1,6,0.031073446327683617,0.9689265536723164,0.9830508474576272,0.923076923076923,0,0,1.0,1.0,0.669571,ok
pymupdf4llm,b1b21d4c-7dac-4205-96bf-6b088fc3b724,1,6,0.08695652173913043,0.9130434782608696,1.0,0.9473684210526316,1,0,1.0,,0.321097,ok
pymupdf4llm,d0810768-44f6-454b-b29c-5816dcad0158,1,6,0.0425531914893617,0.9574468085106383,1.0,0.9714285714285714,1,0,1.0,1.0,0.095941,ok
pymupdf4llm,f6dd98fe-96f6-48c9-b952-d7d8a5914f5f,1,6,0.03296703296703297,0.967032967032967,0.989010989010989,0.9772727272727273,1,0,1.0,0.6666666666666666,0.615923,ok
pymupdf4llm,239347c1-faf9-4fb1-a167-d3c83fd0dead,1,6,0.03314917127071823,0.9668508287292817,0.9834254143646409,0.9591836734693878,0,0,0.6666666666666666,1.0,0.817751,ok
pymupdf4llm,d423c6ef-50f3-4535-a74f-13cb46728627,1,6,0.030612244897959183,0.9693877551020408,0.9863945578231292,0.9647058823529412,0,0,0.6666666666666666,1.0,1.295065,ok
pymupdf4llm,4bf2b6c8-e1f4-4d67-8008-c2ebcf478ed4,2,6,0.0024600246002460025,0.997539975399754,0.997539975399754,1.0,0,0,1.0,0.9,1.157175,ok
pymupdf4llm,fb333978-9a21-401f-9660-ccdff2e36d02,1,6,0.1016949152542373,0.8983050847457628,1.0,0.9333333333333333,1,0,1.0,1.0,0.154130,ok
pymupdf4llm,fa0d7378-4217-44f1-bfb0-38688f03bdf3,1,6,0.08,0.92,0.9666666666666667,0.9090909090909091,0,0,1.0,1.0,0.294542,ok
pymupdf4llm,921148c5-ea09-4de1-aefb-8ec85702982b,1,6,0.036931818181818184,0.9630681818181818,0.9801136363636364,0.9056603773584906,0,0,1.0,0.6666666666666666,1.057129,ok
pymupdf4llm,e598e43e-f2b3-4d9f-8de1-78ddead7f85b,1,6,0.026729559748427674,0.9732704402515723,0.9858490566037735,0.967032967032967,0,0,1.0,0.875,2.580772,ok
pymupdf4llm,88f5faa2-dd5b-48bb-8b53-8edd6714f894,1,6,0.04395604395604396,0.9560439560439561,1.0,0.9090909090909091,1,0,1.0,0.6666666666666666,0.376089,ok
pymupdf4llm,2cf767c9-a0f8-4d78-b6f2-71221f566c2f,1,6,0.03208556149732621,0.9679144385026738,0.9786096256684492,0.8915662650602411,1,0,1.0,1.0,0.588452,ok
pymupdf4llm,139e8d2d-0a3a-4ed1-80a7-f7614b1518b7,1,6,0.047619047619047616,0.9523809523809523,1.0,0.9615384615384615,1,0,1.0,1.0,0.246951,ok
pymupdf4llm,7a032500-db5c-44f3-b95b-160463f97f5d,1,6,0.05737704918032787,0.9426229508196722,0.9754098360655737,0.888888888888889,0,0,1.0,0.75,0.263153,ok
pymupdf4llm,329e3ff5-0cff-4849-8fd0-9b1e5606f6ca,1,6,0.07058823529411765,0.9294117647058824,1.0,0.9577464788732395,1,0,1.0,1.0,0.325371,ok
pymupdf4llm,a5fb7f90-4f37-460a-886e-13195f501f1b,1,6,0.04071246819338423,0.9592875318066157,0.9745547073791349,0.888888888888889,0,0,1.0,0.8,0.871254,ok
pymupdf4llm,cac80246-6de4-4c07-a884-ab40ec4cbb72,1,6,0.11594202898550725,0.8840579710144928,0.9202898550724637,0.7619047619047619,0,0,0.75,0.6666666666666666,0.516912,ok
pymupdf4llm,fd28a5b6-ecac-4f54-987d-e6a4b1e63bb6,1,6,0.028368794326241134,0.9716312056737588,1.0,0.9285714285714286,1,0,1.0,1.0,0.221355,ok
pymupdf4llm,9791f353-ce82-41be-a93d-915b8f52677b,2,6,0.005307855626326964,0.994692144373673,0.9978768577494692,0.9354838709677419,0,0,1.0,1.0,1.850909,ok
pymupdf4llm,561569ae-db50-4eb5-8d0a-5a80bd1be46c,1,6,0.06470588235294118,0.9352941176470588,0.9705882352941176,0.9655172413793104,0,0,1.0,1.0,0.653773,ok
pymupdf4llm,8b2c7a63-0dc5-4a6f-83f1-6f9b27a8016c,1,6,0.033816425120772944,0.966183574879227,0.9855072463768116,0.898876404494382,0,0,1.0,1.0,0.712394,ok
pymupdf4llm,1f631856-89ba-471a-b65d-86801ec07401,1,6,0.026923076923076925,0.9730769230769231,0.9884615384615385,0.923076923076923,0,0,1.0,0.75,0.466618,ok
pymupdf4llm,ee5ecf56-5866-45e3-8fb3-adbb99a9ba3e,1,6,0.07458563535911603,0.925414364640884,0.9502762430939227,0.7209302325581395,1,0,1.0,1.0,1.600608,ok
pymupdf4llm,b9871425-cbf5-4b6c-b1d3-6931727226a1,1,6,0.027972027972027972,0.972027972027972,0.993006993006993,0.9795918367346939,1,0,1.0,1.0,1.423634,ok
pymupdf4llm,890a7843-a38b-4bc7-aaac-745276b2ce67,1,6,0.08928571428571429,0.9107142857142857,0.9642857142857143,0.9433962264150945,0,0,1.0,1.0,0.286055,ok
pymupdf4llm,467f55db-152c-4219-97c6-5765f1ead0d9,1,6,0.021844660194174758,0.9781553398058253,0.9878640776699029,0.9302325581395349,0,0,1.0,0.8,0.805357,ok
pymupdf4llm,46466da8-bb43-453f-aa9b-f2230b663864,1,6,0.027972027972027972,0.972027972027972,1.0,0.9739130434782608,0,0,1.0,1.0,0.765363,ok
pymupdf4llm,424c1a41-765a-42f7-8236-2abd5b9bcf2f,1,6,0.06382978723404255,0.9361702127659575,1.0,0.9302325581395349,1,0,1.0,1.0,0.204221,ok
pymupdf4llm,704b5994-6fee-43b2-a9c9-e5676eac92a1,1,6,0.019097222222222224,0.9809027777777778,0.9913194444444444,0.9655172413793104,0,0,1.0,0.8,2.309885,ok
pymupdf4llm,1cacb8a3-8587-4ff4-aadb-814352f5c0ff,1,6,0.030303030303030304,0.9696969696969697,0.9878787878787879,0.9491525423728813,0,0,1.0,0.6666666666666666,0.527396,ok
pymupdf4llm,f84f55c4-6ede-4bb6-9c24-49956f6e232a,1,6,0.0,1.0,1.0,1.0,1,1,1.0,1.0,0.898468,ok
pymupdf4llm,ed99123e-63a3-4238-addd-9c692afe3a05,2,6,0.02252816020025031,0.9774718397997497,0.9949937421777222,0.91324200913242,0,0,1.0,1.0,3.784999,ok
pymupdf4llm,2bc7fad1-056b-4298-bfca-5a33c970b1a0,1,6,0.027777777777777776,0.9722222222222222,1.0,0.9836065573770492,1,0,1.0,1.0,0.813976,ok
pymupdf4llm,f824a6f0-d7fe-43ae-9455-59aaa0854aa3,1,6,0.08633093525179857,0.9136690647482014,0.9640287769784173,0.9047619047619047,0,0,0.6666666666666666,0.9,0.415296,ok
pymupdf4llm,3d7f346b-50b7-4251-9e99-8e538c8b01b6,1,6,0.010893246187363835,0.9891067538126361,0.9956427015250545,0.8947368421052632,0,0,1.0,1.0,1.105847,ok
pymupdf4llm,736d8572-272b-4cab-8062-9012ec6e7fe9,1,6,0.14893617021276595,0.851063829787234,0.9361702127659575,0.9090909090909091,0,0,1.0,1.0,0.291419,ok
pymupdf4llm,808ccf05-6f40-43d5-a71f-154ed45ce499,1,6,0.017977528089887642,0.9820224719101124,0.9955056179775281,0.9142857142857143,1,0,1.0,0.8888888888888888,0.832834,ok
pymupdf4llm,5b874c83-80f7-48d2-bdac-166f2c778e37,1,6,0.04807692307692308,0.9519230769230769,0.9759615384615384,0.9090909090909091,0,0,1.0,1.0,0.406532,ok
pymupdf4llm,fe20d447-868a-42f1-8073-843cb3a1e3e8,1,6,0.014925373134328358,0.9850746268656716,1.0,0.975609756097561,1,0,1.0,0.8333333333333334,0.297649,ok
pymupdf4llm,736f65a8-7b6b-47bc-8c6a-3a2d641695bc,1,6,0.02702702702702703,0.972972972972973,0.972972972972973,0.8857142857142857,1,0,1.0,1.0,0.918724,ok
pymupdf4llm,d8d5f6c9-b21f-45dc-9cd2-acd8450d46ed,1,6,0.023529411764705882,0.9764705882352941,1.0,0.983050847457627,1,0,1.0,0.6666666666666666,0.246600,ok
pymupdf4llm,1ccf32ea-826a-4ea7-9a9d-f8bd33917e14,1,6,0.07547169811320754,0.9245283018867925,1.0,0.9433962264150945,0,0,1.0,0.8571428571428571,0.154640,ok
pymupdf4llm,44c7c9ef-bb9f-45c9-9ee5-e2bf465c3617,1,6,0.15217391304347827,0.8478260869565217,0.9021739130434783,0.9508196721311475,0,0,0.6666666666666666,1.0,0.237727,ok
pymupdf4llm,dd5eac5a-de74-4ed4-b959-e6ad134e646b,1,6,0.0091324200913242,0.9908675799086758,0.9954337899543378,0.958904109589041,0,0,1.0,1.0,1.733169,ok
pymupdf4llm,1ca5293d-2ea9-4a14-88a1-641795d7e142,1,6,0.09183673469387756,0.9081632653061225,0.9591836734693877,0.9361702127659575,0,0,0.6666666666666666,1.0,0.248434,ok
pymupdf4llm,a1b421df-b5fd-46b4-b7b7-233fcf148aa3,1,6,0.03177570093457944,0.9682242990654205,0.9850467289719627,0.8571428571428571,0,0,1.0,1.0,1.016622,ok
pymupdf4llm,88097457-b056-45fb-bb8d-9106df18df0d,1,6,0.06048387096774194,0.939516129032258,0.9758064516129032,0.923076923076923,0,0,1.0,1.0,0.548923,ok
pymupdf4llm,41abd239-2074-4945-ade8-5cf7bce26b48,1,6,0.01639344262295082,0.9836065573770492,1.0,0.888888888888889,1,0,1.0,1.0,0.598309,ok
pymupdf4llm,8dce706b-08f3-4489-be7c-4b35d4f3677c,1,6,0.0821917808219178,0.9178082191780822,1.0,0.9142857142857143,1,0,1.0,1.0,0.139598,ok
pymupdf4llm,bea3f426-e6ba-438f-8058-b815be4cf646,1,6,0.03490759753593429,0.9650924024640657,0.9794661190965093,0.7878787878787878,1,0,0.5,0.8333333333333334,2.126563,ok
pymupdf4llm,31e184c6-4ede-4ff4-b0b6-389be6438c42,1,6,0.052873563218390804,0.9471264367816092,0.9586206896551724,0.8959999999999999,0,0,1.0,0.75,2.871688,ok
pymupdf4llm,6c75ac30-a0e0-4edc-a1f2-889c59e394ec,1,6,0.10752688172043011,0.8924731182795699,0.946236559139785,0.8571428571428571,0,0,1.0,1.0,0.234747,ok
pymupdf4llm,13d33e02-138d-4ee6-93ef-35d0778b11cd,1,6,0.05063291139240506,0.9493670886075949,1.0,0.9635036496350364,0,0,1.0,1.0,0.718109,ok
pymupdf4llm,ed571eb6-d635-44a0-84c3-1d21115db374,1,6,0.03508771929824561,0.9649122807017544,1.0,0.9333333333333333,0,0,1.0,1.0,0.321587,ok
pymupdf4llm,63a1e75f-72a5-4638-a3e2-51f881708f37,1,6,0.024489795918367346,0.9755102040816327,0.9877551020408163,0.9620253164556963,0,0,1.0,0.8333333333333334,0.903870,ok
pymupdf4llm,604f5c16-2192-4e86-ac99-ff7cee4aa5e9,1,6,0.0196078431372549,0.9803921568627451,0.9915966386554622,0.9655172413793104,0,0,1.0,0.6666666666666666,1.480290,ok
pymupdf4llm,ecbdd061-4537-4633-9431-642c65fe627a,1,6,0.10344827586206896,0.896551724137931,0.9540229885057471,0.9534883720930233,0,0,1.0,1.0,0.765572,ok
pymupdf4llm,8217d51e-d170-4381-b018-072586fb1024,1,6,0.05825242718446602,0.941747572815534,1.0,0.9333333333333333,1,0,1.0,0.8333333333333334,0.236812,ok
pymupdf4llm,d670b78b-9130-4fa3-aa11-2e5b4925c743,1,6,0.02631578947368421,0.9736842105263158,1.0,0.9565217391304348,1,0,1.0,0.75,0.116087,ok
pymupdf4llm,9e0ae25d-0080-4fb6-8396-db61af489520,1,6,0.046153846153846156,0.9538461538461538,1.0,0.9302325581395349,1,0,1.0,1.0,0.288617,ok
pymupdf4llm,61b146df-6618-4273-bfa1-7462abfb809a,1,6,0.024291497975708502,0.9757085020242915,1.0,0.9302325581395349,1,0,1.0,0.8333333333333334,0.520931,ok
pymupdf4llm,25b58dc8-b269-41e5-b394-caee1b080dd2,1,6,0.016666666666666666,0.9833333333333333,1.0,0.9838709677419354,1,0,1.0,0.6666666666666666,1.159876,ok
pymupdf4llm,946c64c4-a9f2-4f49-857e-1dc373c5940b,1,6,0.05956112852664577,0.9404388714733543,0.9780564263322884,0.6774193548387097,1,0,1.0,1.0,0.983550,ok
pymupdf4llm,04b25f9b-a271-4b2c-86ff-3e94f9cfb6ad,1,6,0.0,1.0,1.0,1.0,1,1,1.0,1.0,0.857804,ok
pymupdf4llm,65cffa0c-2ccc-455d-bc8c-5847bb4866e0,1,6,0.017582417582417582,0.9824175824175824,0.989010989010989,0.9189189189189189,0,0,1.0,1.0,0.884608,ok
pymupdf4llm,0f04b820-97bc-4592-983b-00cfd0788011,1,6,0.014134275618374558,0.9858657243816255,1.0,0.9647058823529412,0,0,1.0,1.0,1.060939,ok
pymupdf4llm,e3ad8352-6995-403e-be14-6b378b1601b1,1,6,0.036281179138321996,0.963718820861678,0.9773242630385488,0.8214285714285715,0,0,0.6666666666666666,0.8888888888888888,1.413386,ok
pymupdf4llm,9e16bd30-6b4a-4dfc-8f12-fbb59eb4a0bd,1,6,0.03428571428571429,0.9657142857142857,0.9828571428571429,0.9618320610687023,0,0,1.0,1.0,2.010349,ok
pymupdf4llm,354bb757-7108-4a32-869a-5220a7f03efe,1,6,0.0670391061452514,0.9329608938547486,0.9776536312849162,0.823529411764706,0,0,1.0,0.875,0.626104,ok
pymupdf4llm,008149bc-f997-49d9-a981-f01f19579451,2,6,0.01631116687578419,0.9836888331242158,0.9912170639899623,0.968421052631579,0,0,1.0,1.0,2.292074,ok
pymupdf4llm,d5fdfbe6-8e07-4ca9-a84c-cf07c3b871c1,1,6,0.015267175572519083,0.9847328244274809,1.0,0.923076923076923,1,0,1.0,1.0,0.428921,ok
pymupdf4llm,ec8d8bf5-ff64-447b-8481-cc067a861a28,1,6,0.0,1.0,1.0,1.0,1,1,1.0,1.0,0.358267,ok
pymupdf4llm,4670cbd8-9d09-4f10-86dd-1a9ba54e2d8a,1,6,0.08,0.92,1.0,0.9444444444444444,1,0,1.0,1.0,0.334646,ok
pymupdf4llm,d62ea892-9da4-4f67-928d-35e78b798e5e,1,6,0.09933774834437085,0.9006622516556292,0.9536423841059603,0.888888888888889,0,0,1.0,0.9166666666666666,0.360729,ok
pymupdf4llm,92694e4b-3488-4983-ab60-dc7f88a7e0f5,1,6,0.012987012987012988,0.987012987012987,1.0,0.9433962264150945,0,0,1.0,1.0,0.750109,ok
pymupdf4llm,3661fba5-2876-41d7-9213-e86a6d5078dd,1,6,0.04678362573099415,0.9532163742690059,0.9883040935672515,0.8292682926829269,1,0,1.0,1.0,0.483458,ok
pymupdf4llm,c6df9f0a-4811-48ab-a453-0cb6a7baa35c,1,6,0.08695652173913043,0.9130434782608696,0.9565217391304348,0.888888888888889,0,0,1.0,0.8888888888888888,0.199784,ok
pymupdf4llm,fdcb153a-f69b-4cb5-946f-6b2be434d5e6,1,6,0.0,1.0,1.0,1.0,1,1,1.0,1.0,0.778009,ok
pymupdf4llm,78ccf71e-46ed-4e10-b3e4-80de497780cc,1,6,0.11666666666666667,0.8833333333333333,0.95,0.9130434782608696,0,0,0.6666666666666666,0.8,0.311236,ok
pymupdf4llm,f8ebe17f-9ca2-43e9-92f8-cee64f33068b,1,6,0.025839793281653745,0.9741602067183462,0.9896640826873385,0.9555555555555556,0,0,1.0,1.0,1.555524,ok
pymupdf4llm,241e4c9c-5707-477f-b519-a3c5d1af417f,1,6,0.0,1.0,1.0,1.0,1,1,1.0,1.0,0.496232,ok
pymupdf4llm,c107d7d9-5208-4e97-823c-ec492c4ce75e,1,6,0.09448818897637795,0.905511811023622,0.952755905511811,0.9142857142857143,0,0,1.0,0.8,0.331081,ok
pymupdf4llm,d19212a0-822f-4fe2-8d58-2f81af43d6c3,1,6,0.10778443113772455,0.8922155688622755,0.9281437125748503,0.7272727272727274,1,0,1.0,0.875,0.469187,ok
pymupdf4llm,e9d3bb25-89ab-4aed-8bec-5501d5fe7b16,1,6,0.08955223880597014,0.9104477611940298,1.0,0.945945945945946,0,0,1.0,1.0,0.237882,ok
pymupdf4llm,017e0ecd-5b06-4450-a632-b6ae9bffefbb,1,6,0.06696428571428571,0.9330357142857143,0.9508928571428571,0.9433962264150945,0,0,1.0,0.8571428571428571,0.571013,ok
pymupdf4llm,d65a24cf-2c2b-4a9f-9cc9-6675b3583530,1,6,0.017094017094017096,0.9829059829059829,0.9931623931623932,0.9243697478991596,1,0,1.0,0.8,2.478060,ok
pymupdf4llm,4c5c8cde-039b-4945-949f-13348549a4e5,1,6,0.06976744186046512,0.9302325581395349,0.9418604651162791,0.7936507936507936,1,0,1.0,0.75,0.530829,ok
pymupdf4llm,c962af59-9f65-4db7-9775-32c864045d7f,1,6,0.03003003003003003,0.96996996996997,0.984984984984985,0.972972972972973,0,0,1.0,1.0,1.446258,ok
pymupdf4llm,abba843f-be4e-4905-8bab-19942dbfedef,1,6,0.08264462809917356,0.9173553719008265,0.9338842975206612,0.8860759493670887,1,0,1.0,1.0,0.391372,ok
pymupdf4llm,43f8c656-9ff1-4b11-b64b-20c049094b6e,1,6,0.025974025974025976,0.974025974025974,1.0,0.9491525423728813,0,0,1.0,0.8888888888888888,0.393797,ok
pymupdf4llm,dff0ca31-aa58-49f8-bb21-598295abfa6e,1,6,0.125,0.875,0.9375,0.9375,1,0,1.0,1.0,0.126771,ok
pymupdf4llm,3eee9fc1-882b-4146-8c58-55a1e687a5d5,1,6,0.10738255033557047,0.8926174496644296,0.9463087248322147,0.9,0,0,0.6666666666666666,0.7142857142857143,0.347949,ok
pymupdf4llm,6cff0af2-41c0-4b29-b41f-e5637648defa,1,6,0.006191950464396285,0.9938080495356038,1.0,0.9873417721518987,1,0,1.0,1.0,1.129589,ok
pymupdf4llm,b7650647-937a-4dff-965c-2535d4918d5e,1,6,0.05741626794258373,0.9425837320574163,0.9904306220095693,0.9350649350649352,1,0,1.0,1.0,0.672036,ok
pymupdf4llm,5e72a0cd-a892-4d3e-bfa8-403c33aaf40f,1,6,0.015915119363395226,0.9840848806366048,1.0,0.9724770642201834,1,0,1.0,1.0,1.408283,ok
pymupdf4llm,9b0abd12-8d9e-48ba-9ac2-baacfa92e7eb,1,6,0.07317073170731707,0.926829268292683,0.9658536585365853,0.9156626506024096,0,0,1.0,1.0,0.750642,ok
pymupdf4llm,5f71e969-c63e-4b46-ad47-5fce09490ab6,1,6,0.010869565217391304,0.9891304347826086,1.0,0.9508196721311475,1,0,1.0,1.0,1.454870,ok
pymupdf4llm,69d42a72-0262-4962-94aa-a7c456f6b9d5,1,6,0.15555555555555556,0.8444444444444444,0.8555555555555555,0.7540983606557378,0,0,0.75,1.0,0.640158,ok
pymupdf4llm,02913daf-213d-46e7-bf29-a65a8e64550f,1,6,0.03468208092485549,0.9653179190751445,0.9826589595375722,0.955223880597015,0,0,1.0,0.6666666666666666,0.572719,ok
pymupdf4llm,a65ebf76-856b-4336-850b-f5c619115783,2,6,0.017364657814096015,0.982635342185904,0.9908069458631257,0.923076923076923,0,0,1.0,1.0,0.753316,ok
pymupdf4llm,fdc2dbb8-0066-473e-95c1-43eb17223093,1,6,0.0784313725490196,0.9215686274509804,1.0,0.923076923076923,0,0,1.0,1.0,0.127897,ok
pymupdf4llm,e614befa-40ae-43c0-93b1-385899b6b181,2,6,0.0,1.0,1.0,1.0,0,0,1.0,1.0,1.231241,ok
pymupdf4llm,98db5a3a-5b9e-4f91-aea4-bdc2672f1661,2,6,0.02312925170068027,0.9768707482993197,0.9904761904761905,0.967741935483871,0,0,1.0,0.8571428571428571,3.314601,ok
pymupdf4llm,483ae181-20b3-49f4-9d7b-6d75e8356250,1,6,0.01160541586073501,0.988394584139265,1.0,0.9508196721311475,1,0,1.0,1.0,1.264577,ok
pymupdf4llm,a98c60cd-3990-47d0-9d30-351743be74c7,1,6,0.023026315789473683,0.9769736842105263,0.9884868421052632,0.9032258064516129,0,0,1.0,1.0,1.247557,ok
pymupdf4llm,861ad987-4b1b-40e0-bef3-1fbd25a33c6b,1,6,0.009569377990430622,0.9904306220095693,1.0,0.9846153846153847,1,0,1.0,1.0,0.687317,ok
pymupdf4llm,708fa58a-083d-4a97-80a1-5fe9de71a36b,1,6,0.12162162162162163,0.8783783783783784,0.9459459459459459,0.8947368421052632,0,0,1.0,1.0,0.206862,ok
pymupdf4llm,03ef04b2-1710-4176-81b9-350134a9b49f,1,6,0.042735042735042736,0.9572649572649573,0.9743589743589743,0.8727272727272727,0,0,1.0,1.0,0.703004,ok
pymupdf4llm,3b51990b-6604-4af1-947a-98e6a499ad58,1,6,0.09302325581395349,0.9069767441860466,0.9302325581395349,0.9393939393939393,0,0,1.0,1.0,0.446396,ok
pymupdf4llm,d8d662b8-dbd2-4450-a1fd-7cf111b4236a,1,6,0.026905829596412557,0.9730941704035875,0.9910313901345291,0.9523809523809523,1,0,1.0,1.0,0.494061,ok
pymupdf4llm,a9357df7-2d20-4f8e-afb5-944d75e60f9b,1,6,0.021621621621621623,0.9783783783783784,1.0,0.9722222222222222,1,0,1.0,1.0,0.559583,ok
pymupdf4llm,21a432eb-166c-4178-adf9-08b6ad3fde7d,1,6,0.056451612903225805,0.9435483870967742,0.9596774193548387,0.9185185185185185,1,0,1.0,1.0,1.501350,ok
pymupdf4llm,a10e0909-77e4-40ba-bc71-94413b04e8ac,1,6,0.025,0.975,1.0,0.9863013698630138,1,0,1.0,1.0,0.228780,ok
pymupdf4llm,2a704bb9-4bd3-4071-b8e6-212957b04ada,1,6,0.03728813559322034,0.9627118644067797,0.9830508474576272,0.9491525423728813,0,0,1.0,1.0,0.867656,ok
pymupdf4llm,687d09ee-4aa8-402a-ae27-96ce063115a5,1,6,0.0,1.0,1.0,1.0,1,1,1.0,1.0,0.551338,ok
pymupdf4llm,eb122e2e-12b4-4e59-a018-7045192b021d,1,6,0.029684601113172542,0.9703153988868275,0.9777365491651205,0.9354838709677419,0,0,1.0,1.0,1.749737,ok
pymupdf4llm,1aef0c1f-6ded-4d8e-bb9c-4c0fe62e9ab6,1,6,0.043478260869565216,0.9565217391304348,1.0,0.9302325581395349,1,0,1.0,0.8333333333333334,0.359878,ok
pymupdf4llm,a8559ad7-3e4c-41c5-a3de-d2927413484c,1,6,0.14189189189189189,0.8581081081081081,0.8716216216216216,0.7938931297709925,1,0,1.0,1.0,0.933039,ok
pymupdf4llm,5ce66c1d-89ff-48d1-8689-ec08918dc634,1,6,0.07300884955752213,0.9269911504424779,0.9358407079646017,0.8153846153846154,0,0,1.0,0.8181818181818182,3.229712,ok
pymupdf4llm,0e8b88af-9af5-4bfd-865f-ca0dd3f85939,2,6,0.014911463187325256,0.9850885368126747,0.9934762348555451,0.8351648351648352,1,0,1.0,1.0,1.100292,ok
pymupdf4llm,d9fd4f62-fd62-4254-a96d-70d23f08fc61,1,6,0.02185792349726776,0.9781420765027322,1.0,0.923076923076923,1,0,1.0,0.75,0.290206,ok
pymupdf4llm,62d958c0-fb12-4683-b503-e5c01da9aea6,1,6,0.008944543828264758,0.9910554561717353,0.9964221824686941,0.888888888888889,0,0,1.0,0.8333333333333334,1.246581,ok
pymupdf4llm,2962bec4-7159-4b72-ba5e-07cd553d0186,1,6,0.056910569105691054,0.943089430894309,0.9796747967479674,0.7142857142857143,1,0,1.0,1.0,0.636298,ok
pymupdf4llm,bee68d71-44ca-4177-a1c7-8c127f6f9203,1,6,0.059375,0.940625,0.971875,0.923076923076923,0,0,1.0,1.0,0.617255,ok
pymupdf4llm,981e181b-57fa-42ff-a2d9-b8603eafdd4c,1,6,0.05263157894736842,0.9473684210526316,1.0,0.958904109589041,1,0,1.0,1.0,0.368581,ok
pymupdf4llm,7a9fdd23-2adc-4cf5-8761-5c7fbec53e6e,1,6,0.08771929824561403,0.9122807017543859,0.9649122807017544,0.9333333333333333,0,0,1.0,1.0,0.157533,ok
pymupdf4llm,8db2d2a5-fdcd-45c2-be2f-813cba4fbca7,1,6,0.007029876977152899,0.9929701230228472,1.0,0.9600000000000001,1,0,1.0,0.75,1.451302,ok
pymupdf,3ffd9053-a45d-491c-957a-1b2fa0af0570,1,6,0.0,1.0,1.0,1.0,1,1,1.0,1.0,0.108516,ok
pymupdf,53474060-2736-46cb-bd97-1eb42f0ff3c1,1,6,0.0,1.0,1.0,1.0,1,1,1.0,1.0,0.158142,ok
pymupdf,52164b70-6973-4844-af6a-76e8f1298d64,1,6,0.0,1.0,1.0,1.0,1,1,1.0,1.0,0.174208,ok
pymupdf,6bf238a5-0a3e-492d-91f8-7f62d3b37fba,2,6,0.0,1.0,1.0,1.0,1,1,1.0,0.6666666666666666,0.368480,ok
pymupdf,f8ac9ddd-9872-4681-902d-a0ee7c0ee83a,1,6,0.0,1.0,1.0,1.0,1,1,1.0,1.0,0.089990,ok
pymupdf,e9a946ce-72a9-4b42-86d6-4d91fceb14db,2,6,0.0,1.0,1.0,0.9690721649484536,0,0,1.0,1.0,0.628593,ok
pymupdf,789efd09-04a2-45c7-84e5-47d3543695d1,1,6,0.0,1.0,1.0,1.0,1,1,1.0,1.0,0.074518,ok
pymupdf,403df8e0-6045-4dba-90b3-5c9d8ca55bfb,1,6,0.0,1.0,1.0,1.0,1,1,1.0,0.6666666666666666,0.387304,ok
pymupdf,77d8e381-01d0-4cf9-882e-e1162db2cff2,1,6,0.0,1.0,1.0,1.0,1,1,1.0,0.8571428571428571,0.103994,ok
pymupdf,644a6917-7add-4751-9e3b-bcc2150a8f49,1,6,0.0,1.0,1.0,1.0,1,1,1.0,1.0,0.069180,ok
pymupdf,cc4f089d-e7bf-4b00-a096-48a3eed39f86,1,6,0.0,1.0,1.0,1.0,1,1,1.0,0.75,0.233095,ok
pymupdf,22f634eb-a76a-424d-b8d3-3994dab52826,1,6,0.0,1.0,1.0,1.0,1,1,1.0,0.7777777777777778,0.076056,ok
pymupdf,1c9e6c58-fd11-4711-986e-1d86b626d1dd,1,6,0.0,1.0,1.0,1.0,1,1,1.0,1.0,0.086409,ok
pymupdf,8749fc7b-19fb-4014-8eed-f96a05da50cf,1,6,0.0,1.0,1.0,1.0,1,1,1.0,1.0,0.264095,ok
pymupdf,32edf644-acb0-4260-9392-f0baa4253f5a,2,6,0.02,0.98,0.99,0.9500000000000001,0,0,1.0,0.9,0.475020,ok
pymupdf,386352cf-f7e3-4148-920c-63bc57cf156b,1,6,0.022598870056497175,0.9774011299435028,0.9887005649717514,1.0,1,1,1.0,1.0,0.172390,ok
